time,EyeX,EyeY,HeadPosY,EMG1,EMG2
2023-11-29 01:49:10.301428,963.5208740234375,169.75582885742188,4.470715522766113,0.0,0.0
2023-11-29 01:49:10.324980,964.3441772460938,172.1420135498047,4.579297065734863,0.0,0.0
2023-11-29 01:49:10.615105,966.1815185546875,177.0613250732422,5.5440897941589355,0.0,0.0
2023-11-29 01:49:10.628019,966.1815185546875,177.0613250732422,5.449380874633789,0.0,0.0
2023-11-29 01:49:10.667787,583.2957763671875,581.1116943359375,5.253046035766602,0.0,0.0
2023-11-29 01:49:10.669821,583.2957763671875,581.1116943359375,5.253046035766602,0.0,0.0
2023-11-29 01:49:10.672392,583.2957763671875,581.1116943359375,5.253046035766602,0.0,0.0
2023-11-29 01:49:10.706017,583.2957763671875,581.1116943359375,5.122042179107666,0.0,0.0
2023-11-29 01:49:10.742247,583.2957763671875,581.1116943359375,4.731844425201416,0.0,0.0
2023-11-29 01:49:10.777637,937.5730590820312,187.7822723388672,4.7878875732421875,0.0,0.0
2023-11-29 01:49:10.809719,793.2127075195312,337.9361877441406,4.545515537261963,0.0,0.0
2023-11-29 01:49:10.843997,800.7194213867188,329.0692443847656,4.66075325012207,0.0,0.0
2023-11-29 01:49:10.878596,816.9295654296875,318.0195617675781,4.666259288787842,0.0,0.0
2023-11-29 01:49:10.903745,833.5077514648438,302.5885314941406,4.574150085449219,0.0,0.0
2023-11-29 01:49:10.906748,833.5077514648438,302.5885314941406,4.574150085449219,0.0,0.0
2023-11-29 01:49:10.909747,833.5077514648438,302.5885314941406,4.574150085449219,0.0,0.0
2023-11-29 01:49:10.913267,846.9227294921875,289.4076232910156,4.574150085449219,0.0,0.0
2023-11-29 01:49:10.918802,846.9227294921875,289.4076232910156,4.574150085449219,0.0,0.0
2023-11-29 01:49:10.923666,846.9227294921875,289.4076232910156,4.574150085449219,0.0,0.0
2023-11-29 01:49:10.928665,846.9227294921875,289.4076232910156,4.295285701751709,0.0,0.0
2023-11-29 01:49:10.933387,846.9227294921875,289.4076232910156,4.295285701751709,0.0,0.0
2023-11-29 01:49:10.937392,846.9227294921875,289.4076232910156,4.295285701751709,0.0,0.0
2023-11-29 01:49:10.942903,856.0228881835938,278.6062927246094,4.295285701751709,0.0,0.0
2023-11-29 01:49:10.945906,856.0228881835938,278.6062927246094,4.295285701751709,0.0,0.0
2023-11-29 01:49:10.949908,856.0228881835938,278.6062927246094,4.295285701751709,0.0,0.0
2023-11-29 01:49:10.953927,856.0228881835938,278.6062927246094,4.295285701751709,0.0,0.0
2023-11-29 01:49:10.961427,856.0228881835938,278.6062927246094,4.3526387214660645,0.0,0.0
2023-11-29 01:49:10.965443,856.0228881835938,278.6062927246094,4.3526387214660645,0.0,0.0
2023-11-29 01:49:10.969443,856.0228881835938,278.6062927246094,4.3526387214660645,0.0,0.0
2023-11-29 01:49:10.973965,866.3329467773438,297.8072204589844,4.3526387214660645,0.0,0.0
2023-11-29 01:49:10.978485,866.3329467773438,297.8072204589844,4.3526387214660645,0.0,0.0
2023-11-29 01:49:10.981302,866.3329467773438,297.8072204589844,4.3526387214660645,0.0,0.0
2023-11-29 01:49:10.985599,866.3329467773438,297.8072204589844,4.3884124755859375,0.0,0.0
2023-11-29 01:49:10.990568,866.3329467773438,297.8072204589844,4.3884124755859375,0.0,0.0
2023-11-29 01:49:10.995090,866.3329467773438,297.8072204589844,4.3884124755859375,0.0,0.0
2023-11-29 01:49:10.999353,866.3329467773438,297.8072204589844,4.3884124755859375,0.0,0.0
2023-11-29 01:49:11.004406,877.5615234375,333.02606201171875,4.3884124755859375,0.0,0.0
2023-11-29 01:49:11.009750,877.5615234375,333.02606201171875,4.3884124755859375,0.0,0.0
2023-11-29 01:49:11.012340,877.5615234375,333.02606201171875,4.3884124755859375,0.0,0.0
2023-11-29 01:49:11.018023,877.5615234375,333.02606201171875,4.430601119995117,0.0,0.0
2023-11-29 01:49:11.021680,877.5615234375,333.02606201171875,4.430601119995117,0.0,0.0
2023-11-29 01:49:11.027044,877.5615234375,333.02606201171875,4.430601119995117,0.0,0.0
2023-11-29 01:49:11.029262,877.5615234375,333.02606201171875,4.430601119995117,0.0,0.0
