time,EyeX,EyeY,HeadPosY,EMG1,EMG2
2023-11-29 01:52:14.042653,958.1880493164062,583.6251831054688,9.092399597167969,0.0,0.0
2023-11-29 01:52:14.066598,962.5760498046875,581.7659912109375,8.898884773254395,0.0,0.0
2023-11-29 01:52:14.357482,894.7676391601562,485.12237548828125,7.818779945373535,0.0,0.0
2023-11-29 01:52:14.369378,892.147705078125,482.05328369140625,7.818779945373535,0.0,0.0
2023-11-29 01:52:14.405864,890.5772705078125,480.5029296875,7.650080680847168,0.0,0.0
2023-11-29 01:52:14.409371,890.5772705078125,480.5029296875,7.4442853927612305,0.0,0.0
2023-11-29 01:52:14.447809,889.6751708984375,477.19793701171875,7.287661552429199,0.0,0.0
2023-11-29 01:52:14.450355,889.6751708984375,477.19793701171875,7.287661552429199,0.0,0.0
2023-11-29 01:52:14.480646,889.3770751953125,474.95086669921875,7.170501708984375,0.0,0.0
2023-11-29 01:52:14.514857,889.1622924804688,472.8593444824219,6.989418983459473,0.0,0.0
2023-11-29 01:52:14.551916,889.6346435546875,468.5198059082031,6.713434219360352,0.0,0.0
2023-11-29 01:52:14.586649,889.7470703125,466.792236328125,6.576134204864502,0.0,0.0
2023-11-29 01:52:14.619570,890.0306396484375,465.21234130859375,6.489072799682617,0.0,0.0
2023-11-29 01:52:14.652882,894.4259033203125,467.34661865234375,6.28668737411499,-2.7123360268888064e-05,-2.2327149054035544e-06
2023-11-29 01:52:14.689034,897.5869140625,469.9971008300781,6.172079563140869,-2.3909056835691445e-05,-1.690437420620583e-05
2023-11-29 01:52:14.713763,900.3191528320312,472.26446533203125,6.153459072113037,-2.6063944460474886e-05,-8.662393156555481e-06
2023-11-29 01:52:14.719274,900.3191528320312,472.26446533203125,6.153459072113037,-2.6063944460474886e-05,-8.662393156555481e-06
2023-11-29 01:52:14.722355,900.3191528320312,472.26446533203125,6.153459072113037,-2.6063944460474886e-05,-8.662393156555481e-06
