Count,realx,realy,EyeX,EyeY,HeadPosX,HeadPosY,HeadPosZ
0,1401.133056640625,391.3140869140625,1042.4110107421875,427.37579345703125,335.9611511230469,5.094371318817139,354.4450988769531
0,1401.133056640625,391.3140869140625,1042.0274658203125,425.95233154296875,335.889892578125,4.977906227111816,354.4789733886719
0,1401.133056640625,391.3140869140625,1042.20166015625,426.407958984375,335.889892578125,4.977906227111816,354.4789733886719
0,1401.133056640625,391.3140869140625,1042.20166015625,426.407958984375,335.75079345703125,5.043518543243408,354.4571838378906
0,1401.133056640625,391.3140869140625,1042.2745361328125,425.45904541015625,335.75079345703125,5.043518543243408,354.4571838378906
0,1401.133056640625,391.3140869140625,1042.2745361328125,425.45904541015625,335.78662109375,5.003983020782471,354.4277648925781
0,1401.133056640625,391.3140869140625,1042.1436767578125,426.6194152832031,335.78662109375,5.003983020782471,354.4277648925781
0,1401.133056640625,391.3140869140625,1042.1436767578125,426.6194152832031,335.6519470214844,5.029668807983398,354.3797912597656
0,1401.133056640625,391.3140869140625,1090.559326171875,432.6767883300781,335.6519470214844,5.029668807983398,354.3797912597656
0,1401.133056640625,391.3140869140625,1090.559326171875,432.6767883300781,335.7343444824219,5.000229358673096,354.2897644042969
0,1401.133056640625,391.3140869140625,1185.1568603515625,442.5656433105469,335.545654296875,5.053373336791992,354.1656799316406
0,1401.133056640625,391.3140869140625,1266.85107421875,441.9675598144531,335.545654296875,5.053373336791992,354.1656799316406
0,1401.133056640625,391.3140869140625,1266.85107421875,441.9675598144531,335.6418151855469,5.039776802062988,354.21484375
0,1401.133056640625,391.3140869140625,1319.0631103515625,435.2130126953125,335.6418151855469,5.039776802062988,354.21484375
0,1401.133056640625,391.3140869140625,1319.0631103515625,435.2130126953125,335.6230773925781,5.098801612854004,354.07965087890625
0,1401.133056640625,391.3140869140625,1351.369384765625,431.2305908203125,335.6230773925781,5.098801612854004,354.07965087890625
0,1401.133056640625,391.3140869140625,1351.369384765625,431.2305908203125,335.4316711425781,5.195690631866455,353.98785400390625
0,1401.133056640625,391.3140869140625,1371.9820556640625,420.94622802734375,335.4316711425781,5.195690631866455,353.98785400390625
0,1401.133056640625,391.3140869140625,1371.9820556640625,420.94622802734375,335.4691162109375,5.251988410949707,353.80731201171875
0,1401.133056640625,391.3140869140625,1388.3359375,410.0466003417969,335.3186950683594,5.297268867492676,353.7989501953125
0,1401.133056640625,391.3140869140625,1395.9139404296875,402.2098083496094,335.3186950683594,5.297268867492676,353.7989501953125
0,1401.133056640625,391.3140869140625,1395.9139404296875,402.2098083496094,335.3950500488281,5.242732048034668,353.8987121582031
0,1401.133056640625,391.3140869140625,1402.84130859375,394.9952697753906,335.3950500488281,5.242732048034668,353.8987121582031
0,1401.133056640625,391.3140869140625,1402.84130859375,394.9952697753906,335.4186706542969,5.238305568695068,353.8512878417969
0,1401.133056640625,391.3140869140625,1405.4937744140625,393.6533508300781,335.4186706542969,5.238305568695068,353.8512878417969
0,1401.133056640625,391.3140869140625,1405.4937744140625,393.6533508300781,335.26171875,5.299240589141846,353.8479919433594
0,1401.133056640625,391.3140869140625,1407.7890625,391.5099182128906,335.26171875,5.299240589141846,353.8479919433594
0,1401.133056640625,391.3140869140625,1407.7890625,391.5099182128906,335.3019714355469,5.217627048492432,353.964599609375
0,1401.133056640625,391.3140869140625,1408.6380615234375,390.1614990234375,335.3019714355469,5.217627048492432,353.964599609375
