Count,realx,realy,EyeX,EyeY,HeadPosX,HeadPosY,HeadPosZ
0,781.32958984375,635.3870239257812,935.8763427734375,386.328857421875,333.7341613769531,4.2774658203125,355.4263916015625
0,781.32958984375,635.3870239257812,935.8763427734375,386.328857421875,333.6648254394531,4.264411449432373,355.6513671875
0,781.32958984375,635.3870239257812,931.5165405273438,390.90643310546875,333.6648254394531,4.264411449432373,355.6513671875
0,781.32958984375,635.3870239257812,931.5165405273438,390.90643310546875,333.6478576660156,4.308585166931152,355.70111083984375
0,781.32958984375,635.3870239257812,927.8898315429688,393.71026611328125,333.7046203613281,4.379576683044434,355.7433776855469
0,781.32958984375,635.3870239257812,924.6036987304688,397.13824462890625,333.7046203613281,4.379576683044434,355.7433776855469
0,781.32958984375,635.3870239257812,924.6036987304688,397.13824462890625,333.6775207519531,4.489675521850586,355.7724304199219
0,781.32958984375,635.3870239257812,921.9788208007812,399.7826843261719,333.6775207519531,4.489675521850586,355.7724304199219
0,781.32958984375,635.3870239257812,921.9788208007812,399.7826843261719,333.6701354980469,4.520031452178955,355.85064697265625
0,781.32958984375,635.3870239257812,919.3949584960938,401.87945556640625,333.6701354980469,4.520031452178955,355.85064697265625
0,781.32958984375,635.3870239257812,919.3949584960938,401.87945556640625,333.6519470214844,4.489391803741455,356.01422119140625
0,781.32958984375,635.3870239257812,917.4368286132812,403.75604248046875,333.6519470214844,4.489391803741455,356.01422119140625
0,781.32958984375,635.3870239257812,917.4368286132812,403.75604248046875,333.6094665527344,4.463950157165527,356.05255126953125
0,781.32958984375,635.3870239257812,915.6636352539062,406.2167053222656,333.61083984375,4.36227560043335,356.0962219238281
0,781.32958984375,635.3870239257812,915.6636352539062,406.2167053222656,333.61083984375,4.36227560043335,356.0962219238281
0,781.32958984375,635.3870239257812,914.3505249023438,409.03741455078125,333.622314453125,4.253579616546631,356.0967712402344
0,781.32958984375,635.3870239257812,912.997314453125,409.86358642578125,333.622314453125,4.253579616546631,356.0967712402344
0,781.32958984375,635.3870239257812,912.997314453125,409.86358642578125,333.5404052734375,4.187345027923584,356.0592041015625
0,781.32958984375,635.3870239257812,912.1927490234375,411.3856201171875,333.5404052734375,4.187345027923584,356.0592041015625
0,781.32958984375,635.3870239257812,912.1927490234375,411.3856201171875,333.4886474609375,4.155738353729248,356.02398681640625
0,781.32958984375,635.3870239257812,911.74755859375,411.7728271484375,333.4886474609375,4.155738353729248,356.02398681640625
0,781.32958984375,635.3870239257812,911.74755859375,411.7728271484375,333.477783203125,4.095492839813232,356.06103515625
0,781.32958984375,635.3870239257812,889.0872802734375,441.5299987792969,333.21624755859375,3.9776499271392822,356.1122131347656
0,781.32958984375,635.3870239257812,889.0872802734375,441.5299987792969,333.21624755859375,3.9776499271392822,356.1122131347656
0,781.32958984375,635.3870239257812,852.93115234375,509.76129150390625,332.9946594238281,3.987825632095337,356.1274108886719
0,781.32958984375,635.3870239257812,826.7250366210938,564.1102905273438,332.9946594238281,3.987825632095337,356.1274108886719
0,781.32958984375,635.3870239257812,826.7250366210938,564.1102905273438,332.8625183105469,4.043137073516846,356.1236877441406
0,781.32958984375,635.3870239257812,807.142822265625,600.4047241210938,332.8625183105469,4.043137073516846,356.1236877441406
0,781.32958984375,635.3870239257812,807.142822265625,600.4047241210938,332.8268127441406,4.067166328430176,356.1275329589844
0,781.32958984375,635.3870239257812,795.794921875,621.7957153320312,332.8268127441406,4.067166328430176,356.1275329589844
0,781.32958984375,635.3870239257812,795.794921875,621.7957153320312,332.6004333496094,4.0768842697143555,356.1654968261719
0,781.32958984375,635.3870239257812,790.9527587890625,637.3824462890625,332.6004333496094,4.0768842697143555,356.1654968261719
0,781.32958984375,635.3870239257812,790.9527587890625,637.3824462890625,332.5104064941406,4.146892547607422,356.1269836425781
0,781.32958984375,635.3870239257812,788.1895141601562,646.3964233398438,332.4884033203125,4.157390117645264,356.14404296875
0,781.32958984375,635.3870239257812,786.4043579101562,653.8352661132812,332.4884033203125,4.157390117645264,356.14404296875
0,781.32958984375,635.3870239257812,786.4043579101562,653.8352661132812,332.47796630859375,4.218517780303955,356.07281494140625
0,781.32958984375,635.3870239257812,784.493896484375,658.4325561523438,332.47796630859375,4.218517780303955,356.07281494140625
0,781.32958984375,635.3870239257812,784.493896484375,658.4325561523438,332.4416198730469,4.19611120223999,356.04791259765625
0,781.32958984375,635.3870239257812,784.6416015625,660.6661376953125,332.4416198730469,4.19611120223999,356.04791259765625
0,781.32958984375,635.3870239257812,784.6416015625,660.6661376953125,332.4460144042969,4.179937839508057,355.9688720703125
0,781.32958984375,635.3870239257812,784.9268798828125,664.2811889648438,332.4460144042969,4.179937839508057,355.9688720703125
0,781.32958984375,635.3870239257812,784.9268798828125,664.2811889648438,332.4165344238281,4.143975257873535,355.93975830078125
0,781.32958984375,635.3870239257812,790.5110473632812,670.3438720703125,332.4071960449219,4.119953155517578,355.9087829589844
0,781.32958984375,635.3870239257812,791.1006469726562,669.7091674804688,332.4071960449219,4.119953155517578,355.9087829589844
0,781.32958984375,635.3870239257812,791.1006469726562,669.7091674804688,332.2906188964844,4.035554885864258,355.90521240234375
0,781.32958984375,635.3870239257812,799.1751708984375,673.940673828125,332.2906188964844,4.035554885864258,355.90521240234375
0,781.32958984375,635.3870239257812,799.1751708984375,673.940673828125,331.9239807128906,3.9562671184539795,355.9266662597656
0,781.32958984375,635.3870239257812,793.281982421875,672.8512573242188,331.9239807128906,3.9562671184539795,355.9266662597656
0,781.32958984375,635.3870239257812,793.281982421875,672.8512573242188,331.8218994140625,3.986039161682129,355.8653259277344
0,781.32958984375,635.3870239257812,794.0314331054688,663.7003173828125,331.8218994140625,3.986039161682129,355.8653259277344
0,781.32958984375,635.3870239257812,794.0314331054688,663.7003173828125,331.55902099609375,3.9648079872131348,355.86688232421875
0,781.32958984375,635.3870239257812,796.0125732421875,645.469482421875,331.5741271972656,4.021934986114502,355.7711486816406
