time,EyeX,EyeY,HeadPosY
2023-12-01 14:10:04.283502,1005.820556640625,248.20233154296875,359.0942687988281
2023-12-01 14:10:04.285499,1005.820556640625,248.20233154296875,359.0942687988281
2023-12-01 14:10:04.290147,1005.820556640625,248.20233154296875,359.0942687988281
2023-12-01 14:10:04.293658,1005.820556640625,248.20233154296875,359.095458984375
2023-12-01 14:10:04.298640,1005.820556640625,248.20233154296875,359.095458984375
2023-12-01 14:10:04.301643,1005.820556640625,248.20233154296875,359.095458984375
2023-12-01 14:10:04.305712,1005.820556640625,248.20233154296875,359.095458984375
2023-12-01 14:10:04.309273,1005.820556640625,248.20233154296875,359.095458984375
2023-12-01 14:10:04.314272,1004.8072509765625,252.61863708496094,359.095458984375
2023-12-01 14:10:04.317273,1004.8072509765625,252.61863708496094,359.095458984375
2023-12-01 14:10:04.324134,1004.8072509765625,252.61863708496094,359.06658935546875
2023-12-01 14:10:04.326150,1004.8072509765625,252.61863708496094,359.06658935546875
2023-12-01 14:10:04.332253,1004.8072509765625,252.61863708496094,359.06658935546875
2023-12-01 14:10:04.334249,1004.8072509765625,252.61863708496094,359.06658935546875
2023-12-01 14:10:04.337249,1004.8072509765625,252.61863708496094,359.06658935546875
2023-12-01 14:10:04.341556,1002.9627075195312,260.65838623046875,359.06658935546875
2023-12-01 14:10:04.346093,1002.9627075195312,260.65838623046875,359.06658935546875
2023-12-01 14:10:04.350314,1002.9627075195312,260.65838623046875,359.06658935546875
2023-12-01 14:10:04.355313,1002.9627075195312,260.65838623046875,359.3993835449219
2023-12-01 14:10:04.359424,1002.9627075195312,260.65838623046875,359.3993835449219
2023-12-01 14:10:04.363422,1002.9627075195312,260.65838623046875,359.3993835449219
2023-12-01 14:10:04.368036,1002.9627075195312,260.65838623046875,359.3993835449219
2023-12-01 14:10:04.372071,1000.9427490234375,270.181396484375,359.3993835449219
2023-12-01 14:10:04.374072,1000.9427490234375,270.181396484375,359.3993835449219
2023-12-01 14:10:04.380158,1000.9427490234375,270.181396484375,359.3993835449219
2023-12-01 14:10:04.384767,1000.9427490234375,270.181396484375,359.40625
2023-12-01 14:10:04.388076,1000.9427490234375,270.181396484375,359.40625
2023-12-01 14:10:04.392261,1000.9427490234375,270.181396484375,359.40625
2023-12-01 14:10:04.395371,1000.9427490234375,270.181396484375,359.40625
2023-12-01 14:10:04.400904,1000.9427490234375,270.181396484375,359.40625
2023-12-01 14:10:04.404355,998.739501953125,279.0229797363281,359.40625
2023-12-01 14:10:04.407971,998.739501953125,279.0229797363281,359.40625
2023-12-01 14:10:04.410299,998.739501953125,279.0229797363281,359.40625
2023-12-01 14:10:04.417300,998.739501953125,279.0229797363281,359.369873046875
2023-12-01 14:10:04.420995,998.739501953125,279.0229797363281,359.369873046875
2023-12-01 14:10:04.423994,998.739501953125,279.0229797363281,359.369873046875
2023-12-01 14:10:04.425994,998.739501953125,279.0229797363281,359.369873046875
2023-12-01 14:10:04.433009,998.739501953125,279.0229797363281,359.369873046875
2023-12-01 14:10:04.438046,997.0392456054688,287.2347106933594,359.369873046875
2023-12-01 14:10:04.441049,997.0392456054688,287.2347106933594,359.369873046875
2023-12-01 14:10:04.443049,997.0392456054688,287.2347106933594,359.3056335449219
2023-12-01 14:10:04.448082,997.0392456054688,287.2347106933594,359.3056335449219
2023-12-01 14:10:04.451082,997.0392456054688,287.2347106933594,359.3056335449219
2023-12-01 14:10:04.455081,997.0392456054688,287.2347106933594,359.3056335449219
2023-12-01 14:10:04.459033,997.0392456054688,287.2347106933594,359.3056335449219
2023-12-01 14:10:04.464035,994.7476806640625,293.0318908691406,359.3056335449219
2023-12-01 14:10:04.468083,994.7476806640625,293.0318908691406,359.3056335449219
2023-12-01 14:10:04.471271,994.7476806640625,293.0318908691406,359.3056335449219
2023-12-01 14:10:04.474270,994.7476806640625,293.0318908691406,359.26409912109375
2023-12-01 14:10:04.480359,994.7476806640625,293.0318908691406,359.26409912109375
2023-12-01 14:10:04.484412,994.7476806640625,293.0318908691406,359.26409912109375
2023-12-01 14:10:04.488392,994.7476806640625,293.0318908691406,359.26409912109375
2023-12-01 14:10:04.490392,994.7476806640625,293.0318908691406,359.26409912109375
2023-12-01 14:10:04.495846,992.7652587890625,298.0096740722656,359.26409912109375
2023-12-01 14:10:04.499547,992.7652587890625,298.0096740722656,359.26409912109375
2023-12-01 14:10:04.505077,992.7652587890625,298.0096740722656,359.26092529296875
2023-12-01 14:10:04.508432,992.7652587890625,298.0096740722656,359.26092529296875
2023-12-01 14:10:04.512433,992.7652587890625,298.0096740722656,359.26092529296875
2023-12-01 14:10:04.515432,992.7652587890625,298.0096740722656,359.26092529296875
2023-12-01 14:10:04.520979,991.8260498046875,302.0094299316406,359.26092529296875
2023-12-01 14:10:04.524041,991.8260498046875,302.0094299316406,359.26092529296875
2023-12-01 14:10:04.527041,991.8260498046875,302.0094299316406,359.26092529296875
2023-12-01 14:10:04.533121,991.8260498046875,302.0094299316406,359.26092529296875
