time,EyeX,EyeY,HeadPosY
2023-12-01 14:13:51.259945,989.58642578125,535.77978515625,359.70208740234375
2023-12-01 14:13:51.263123,989.58642578125,535.77978515625,359.70208740234375
2023-12-01 14:13:51.268508,995.193359375,595.9518432617188,359.70208740234375
2023-12-01 14:13:51.272032,995.193359375,595.9518432617188,359.70208740234375
2023-12-01 14:13:51.279031,995.193359375,595.9518432617188,359.6855163574219
2023-12-01 14:13:51.282083,995.193359375,595.9518432617188,359.6855163574219
2023-12-01 14:13:51.285624,995.193359375,595.9518432617188,359.6855163574219
2023-12-01 14:13:51.290119,995.193359375,595.9518432617188,359.6855163574219
2023-12-01 14:13:51.293629,995.193359375,595.9518432617188,359.6855163574219
2023-12-01 14:13:51.298628,999.489013671875,631.3883056640625,359.6855163574219
2023-12-01 14:13:51.303188,999.489013671875,631.3883056640625,359.6855163574219
2023-12-01 14:13:51.307182,999.489013671875,631.3883056640625,359.6855163574219
2023-12-01 14:13:51.310183,999.489013671875,631.3883056640625,359.75439453125
2023-12-01 14:13:51.315154,999.489013671875,631.3883056640625,359.75439453125
2023-12-01 14:13:51.322186,999.489013671875,631.3883056640625,359.75439453125
2023-12-01 14:13:51.325184,999.489013671875,631.3883056640625,359.75439453125
2023-12-01 14:13:51.328185,1001.2435913085938,652.724365234375,359.75439453125
2023-12-01 14:13:51.334224,1001.2435913085938,652.724365234375,359.75439453125
2023-12-01 14:13:51.339785,1001.2435913085938,652.724365234375,359.7452392578125
2023-12-01 14:13:51.342287,1001.2435913085938,652.724365234375,359.7452392578125
2023-12-01 14:13:51.345289,1001.2435913085938,652.724365234375,359.7452392578125
2023-12-01 14:13:51.350870,1001.2435913085938,652.724365234375,359.7452392578125
2023-12-01 14:13:51.356038,1001.2435913085938,652.724365234375,359.7452392578125
2023-12-01 14:13:51.359037,998.8475341796875,662.4104614257812,359.7452392578125
2023-12-01 14:13:51.362308,998.8475341796875,662.4104614257812,359.7452392578125
2023-12-01 14:13:51.368834,998.8475341796875,662.4104614257812,359.717041015625
2023-12-01 14:13:51.372549,998.8475341796875,662.4104614257812,359.717041015625
2023-12-01 14:13:51.375548,998.8475341796875,662.4104614257812,359.717041015625
2023-12-01 14:13:51.380071,998.8475341796875,662.4104614257812,359.717041015625
2023-12-01 14:13:51.385635,956.009765625,676.5250244140625,359.717041015625
2023-12-01 14:13:51.388635,956.009765625,676.5250244140625,359.717041015625
2023-12-01 14:13:51.393164,956.009765625,676.5250244140625,359.717041015625
2023-12-01 14:13:51.397163,956.009765625,676.5250244140625,359.717041015625
2023-12-01 14:13:51.404548,956.009765625,676.5250244140625,359.7077941894531
2023-12-01 14:13:51.406546,956.009765625,676.5250244140625,359.7077941894531
2023-12-01 14:13:51.410071,956.009765625,676.5250244140625,359.7077941894531
